tweet_id,favorites,retweets,user_followers,user_favourites,date_time
885528943205470208,31390,5287,9401050,148537,2017-07-13 15:58:47
885518971528720385,17873,3090,9401050,148537,2017-07-13 15:19:09
885311592912609280,0,15309,9401001,148533,2017-07-13 01:35:06
885167619883638784,19122,3638,9401001,148533,2017-07-12 16:03:00
884925521741709313,66691,14893,9401050,148537,2017-07-12 00:01:00
884876753390489601,24214,4622,9401001,148533,2017-07-11 20:47:12
884562892145688576,21161,3885,9401001,148533,2017-07-11 00:00:02
884441805382717440,23721,4763,9401050,148537,2017-07-10 15:58:53
884247878851493888,62735,16752,9401050,148537,2017-07-10 03:08:17
884162670584377345,17820,2485,9401001,148533,2017-07-09 21:29:42
883838122936631299,19024,2843,9401050,148537,2017-07-09 00:00:04
883482846933004288,39903,8196,9401050,148537,2017-07-08 00:28:19
883360690899218434,19816,3057,9401001,148533,2017-07-07 16:22:55
883117836046086144,32274,5496,9401001,148533,2017-07-07 00:17:54
882992080364220416,20844,3221,9401050,148537,2017-07-06 15:58:11
882762694511734784,24606,4062,9401001,148533,2017-07-06 00:46:41
882627270321602560,24446,5022,9401050,148537,2017-07-05 15:48:34
882268110199369728,38936,9539,9401001,148533,2017-07-04 16:01:23
882045870035918850,25541,4054,9401001,148533,2017-07-04 01:18:17
881906580714921986,21308,2835,9401050,148537,2017-07-03 16:04:48
881666595344535552,44216,8878,9401001,148533,2017-07-03 00:11:11
881633300179243008,113,8,9401001,148533,2017-07-02 21:58:53
881536004380872706,43141,13302,9401001,148533,2017-07-02 15:32:16
881268444196462592,20357,4467,9401001,148533,2017-07-01 21:49:04
880935762899988482,14946,2318,9401050,148537,2017-06-30 23:47:07
880872448815771648,18578,3186,9401050,148537,2017-06-30 19:35:32
880465832366813184,24842,5175,9401000,148533,2017-06-29 16:39:47
880221127280381952,23497,3437,9401000,148533,2017-06-29 00:27:25
880095782870896641,24157,3628,9401000,148533,2017-06-28 16:09:20
879862464715927552,19581,2903,9401000,148533,2017-06-28 00:42:13
879674319642796034,279,9,9401000,148533,2017-06-27 12:14:36
879492040517615616,20581,2611,9401049,148537,2017-06-27 00:10:17
879415818425184262,92131,37092,9401000,148533,2017-06-26 19:07:24
879376492567855104,14740,2625,9401000,148533,2017-06-26 16:31:08
879130579576475649,0,5686,9401049,148537,2017-06-26 00:13:58
879050749262655488,19686,3921,9401049,148537,2017-06-25 18:56:45
879008229531029506,16654,2224,9401049,148537,2017-06-25 16:07:47
878776093423087618,17023,3410,9401049,148537,2017-06-25 00:45:22
878604707211726852,26269,5880,9401000,148533,2017-06-24 13:24:20
878404777348136964,0,1063,9401049,148537,2017-06-24 00:09:53
878316110768087041,0,5486,9401000,148533,2017-06-23 18:17:33
878281511006478336,6731,1063,9401000,148533,2017-06-23 16:00:04
878057613040115712,36888,5686,9401000,148533,2017-06-23 01:10:23
877736472329191424,68741,15671,9401049,148537,2017-06-22 03:54:17
877556246731214848,19775,3143,9401000,148533,2017-06-21 15:58:08
877316821321428993,23989,4308,9401000,148533,2017-06-21 00:06:44
877201837425926144,23724,4589,9401000,148533,2017-06-20 16:29:50
876838120628539392,18104,2790,9401000,148533,2017-06-19 16:24:33
876537666061221889,20927,3953,9401000,148533,2017-06-18 20:30:39
876484053909872640,16467,1985,9401000,148533,2017-06-18 16:57:37
876120275196170240,24539,3878,9401049,148537,2017-06-17 16:52:05
875747767867523072,21968,3553,9401049,148537,2017-06-16 16:11:53
875144289856114688,19298,4125,9401000,148533,2017-06-15 00:13:52
875097192612077568,24097,5078,9401000,148533,2017-06-14 21:06:43
875021211251597312,22417,3942,9401000,148533,2017-06-14 16:04:48
874680097055178752,24428,3892,9401049,148537,2017-06-13 17:29:20
874434818259525634,0,12131,9401000,148533,2017-06-13 01:14:41
874296783580663808,22816,3457,9401049,148537,2017-06-12 16:06:11
874057562936811520,19993,3353,9401000,148533,2017-06-12 00:15:36
874012996292530176,29930,8530,9401049,148537,2017-06-11 21:18:31
873580283840344065,21254,3326,9401000,148533,2017-06-10 16:39:04
873337748698140672,0,1324,9401000,148533,2017-06-10 00:35:19
873213775632977920,6285,1324,9401049,148537,2017-06-09 16:22:42
872967104147763200,23894,4528,9401049,148537,2017-06-09 00:02:31
872820683541237760,12979,3151,9401000,148533,2017-06-08 14:20:41
872620804844003328,18205,3051,9401049,148537,2017-06-08 01:06:27
872486979161796608,35863,7660,9401049,148537,2017-06-07 16:14:40
872122724285648897,30009,6779,9401000,148533,2017-06-06 16:07:15
871879754684805121,32824,9176,9401000,148533,2017-06-06 00:01:46
871762521631449091,17752,2942,9401049,148537,2017-06-05 16:15:56
871515927908634625,17794,2921,9401000,148533,2017-06-04 23:56:03
871166179821445120,0,4868,9401049,148537,2017-06-04 00:46:17
871102520638267392,18435,4640,9401049,148537,2017-06-03 20:33:19
871032628920680449,20040,3202,9401000,148533,2017-06-03 15:55:36
870804317367881728,29634,5248,9401049,148537,2017-06-03 00:48:22
870726314365509632,105,3,9401000,148533,2017-06-02 19:38:25
870656317836468226,10814,2183,9401049,148537,2017-06-02 15:00:16
870374049280663552,73479,22590,9401049,148537,2017-06-01 20:18:38
870308999962521604,19360,3524,9401049,148537,2017-06-01 16:00:09
870063196459192321,32198,7035,9401000,148533,2017-05-31 23:43:25
869772420881756160,37761,8636,9401049,148537,2017-05-31 04:27:59
869702957897576449,24896,5348,9401000,148533,2017-05-30 23:51:58
869596645499047938,14088,2618,9401049,148537,2017-05-30 16:49:31
869227993411051520,18010,3174,9401049,148537,2017-05-29 16:24:37
868880397819494401,57531,12161,9401000,148533,2017-05-28 17:23:24
868639477480148993,0,1733,9401000,148533,2017-05-28 01:26:04
868622495443632128,23491,4426,9401049,148537,2017-05-28 00:18:35
868552278524837888,8907,1733,9401000,148533,2017-05-27 19:39:34
867900495410671616,21449,3547,9401049,148537,2017-05-26 00:29:37
867774946302451713,30053,6210,9401000,148533,2017-05-25 16:10:44
867421006826221569,14249,2104,9401000,148533,2017-05-24 16:44:18
867072653475098625,0,100,9401049,148537,2017-05-23 17:40:04
867051520902168576,28521,6735,9401000,148533,2017-05-23 16:16:06
866720684873056260,17750,4102,9401000,148533,2017-05-22 18:21:28
866686824827068416,16996,2939,9401000,148533,2017-05-22 16:06:55
866450705531457537,108133,29965,9401000,148533,2017-05-22 00:28:40
866334964761202691,46287,12131,9401049,148537,2017-05-21 16:48:45
866094527597207552,0,7118,9401049,148537,2017-05-21 00:53:21
865718153858494464,22786,4795,9401000,148533,2017-05-19 23:57:46
865359393868664832,23425,4256,9401049,148537,2017-05-19 00:12:11
865006731092295680,24880,6617,9401049,148537,2017-05-18 00:50:50
864873206498414592,28646,7452,9401049,148537,2017-05-17 16:00:15
864279568663928832,12979,2561,9401049,148537,2017-05-16 00:41:21
864197398364647424,26456,7524,9401000,148533,2017-05-15 19:14:50
863907417377173506,18303,3566,9401049,148537,2017-05-15 00:02:33
863553081350529029,13589,3603,9401049,148537,2017-05-14 00:34:33
863471782782697472,0,2078,9401049,148537,2017-05-13 19:11:30
863432100342583297,21153,4529,9401000,148533,2017-05-13 16:33:49
863427515083354112,1950,80,9401049,148537,2017-05-13 16:15:35
863079547188785154,7842,943,9401049,148537,2017-05-12 17:12:53
863062471531167744,7468,2078,9401049,148537,2017-05-12 16:05:02
862831371563274240,17120,4429,9401000,148533,2017-05-12 00:46:44
862722525377298433,15230,3061,9401000,148533,2017-05-11 17:34:13
862457590147678208,18156,4216,9401000,148533,2017-05-11 00:01:27
862096992088072192,65770,19844,9401049,148537,2017-05-10 00:08:34
861383897657036800,32073,9197,9401000,148533,2017-05-08 00:54:59
861288531465048066,15253,3562,9401000,148533,2017-05-07 18:36:02
861005113778896900,14899,3309,9401000,148533,2017-05-06 23:49:50
860981674716409858,0,1842,9401000,148533,2017-05-06 22:16:42
860924035999428608,0,672,9401049,148537,2017-05-06 18:27:40
860563773140209665,6676,1842,9401000,148533,2017-05-05 18:36:06
860524505164394496,21107,4574,9401049,148537,2017-05-05 16:00:04
860276583193509888,16464,3045,9401049,148537,2017-05-04 23:34:55
860184849394610176,14928,5084,9401049,148537,2017-05-04 17:30:24
860177593139703809,0,26507,9401000,148533,2017-05-04 17:01:34
859924526012018688,17501,3563,9401049,148537,2017-05-04 00:15:58
859851578198683649,13901,3049,9401049,148537,2017-05-03 19:26:06
859607811541651456,16728,1354,9401049,148537,2017-05-03 03:17:27
859196978902773760,79876,26089,9401000,148533,2017-05-02 00:04:57
859074603037188101,30212,11882,9401000,148533,2017-05-01 15:58:40
858860390427611136,0,7024,9401049,148537,2017-05-01 01:47:28
858843525470990336,14039,3010,9401000,148533,2017-05-01 00:40:27
858471635011153920,19363,4223,9401000,148533,2017-04-30 00:02:42
858107933456039936,14134,2524,9401000,148533,2017-04-28 23:57:28
857989990357356544,14405,2251,9401000,148533,2017-04-28 16:08:49
857746408056729600,30598,9278,9401000,148533,2017-04-28 00:00:54
857393404942143489,5277,1434,9401049,148537,2017-04-27 00:38:11
857263160327368704,18158,3950,9401000,148533,2017-04-26 16:00:39
857214891891077121,202,16,9401000,148533,2017-04-26 12:48:51
857062103051644929,0,145,9401049,148537,2017-04-26 02:41:43
857029823797047296,16948,3464,9401000,148533,2017-04-26 00:33:27
856543823941562368,14736,2526,9401049,148537,2017-04-24 16:22:16
856526610513747968,10776,1644,9401049,148537,2017-04-24 15:13:52
856288084350160898,485,15,9401049,148537,2017-04-23 23:26:03
856282028240666624,25066,5545,9401000,148533,2017-04-23 23:01:59
855862651834028034,299,21,9401049,148537,2017-04-22 19:15:32
855860136149123072,4379,848,9401049,148537,2017-04-22 19:05:32
855857698524602368,10805,1849,9401049,148537,2017-04-22 18:55:51
855851453814013952,41684,16031,9401000,148533,2017-04-22 18:31:02
855818117272018944,24164,4783,9401049,148537,2017-04-22 16:18:34
855459453768019968,26948,7262,9401000,148533,2017-04-21 16:33:22
855245323840757760,0,5227,9401049,148537,2017-04-21 02:22:29
855138241867124737,0,36,9401000,148533,2017-04-20 19:16:59
854732716440526848,20549,5306,9401049,148537,2017-04-19 16:25:34
854482394044301312,26407,5977,9401049,148537,2017-04-18 23:50:52
854365224396361728,17105,4127,9401049,148537,2017-04-18 16:05:17
854120357044912130,29026,6553,9401049,148537,2017-04-17 23:52:16
854010172552949760,14757,2776,9401049,148537,2017-04-17 16:34:26
853760880890318849,25927,5092,9401049,148537,2017-04-17 00:03:50
853639147608842240,31351,8798,9401049,148537,2017-04-16 16:00:07
853299958564483072,14072,3149,9401000,148533,2017-04-15 17:32:18
852936405516943360,0,1781,9401049,148537,2017-04-14 17:27:40
852912242202992640,8206,1585,9401049,148537,2017-04-14 15:51:39
852672615818899456,13578,1898,9401049,148537,2017-04-13 23:59:28
852553447878664193,14797,3091,9401049,148537,2017-04-13 16:05:56
852311364735569921,30201,8811,9401000,148533,2017-04-13 00:03:59
852226086759018497,18248,6050,9401000,148533,2017-04-12 18:25:07
852189679701164033,10525,1410,9401049,148537,2017-04-12 16:00:27
851591660324737024,14868,3103,9401049,148537,2017-04-11 00:24:08
851464819735769094,22160,6270,9401049,148537,2017-04-10 16:00:07
851224888060895234,18924,5136,9401049,148537,2017-04-10 00:06:42
850753642995093505,27953,8028,9401000,148533,2017-04-08 16:54:09
850380195714523136,12001,2316,9401049,148537,2017-04-07 16:10:12
850333567704068097,3172,301,9401049,148537,2017-04-07 13:04:55
850145622816686080,14947,3369,9401049,148537,2017-04-07 00:38:06
850019790995546112,18660,4336,9401049,148537,2017-04-06 16:18:05
849776966551130114,27778,6777,9401049,148537,2017-04-06 00:13:11
849668094696017920,0,4419,9401000,148533,2017-04-05 17:00:34
849412302885593088,14590,2810,9401049,148537,2017-04-05 00:04:08
849336543269576704,10496,1676,9401049,148537,2017-04-04 19:03:06
849051919805034497,38774,7576,9401049,148537,2017-04-04 00:12:06
848690551926992896,23136,3902,9401049,148537,2017-04-03 00:16:10
848324959059550208,22697,4121,9401049,148537,2017-04-02 00:03:26
848213670039564288,7508,643,9401049,148537,2017-04-01 16:41:12
848212111729840128,14956,2702,9401000,148533,2017-04-01 16:35:01
847978865427394560,0,2902,9401000,148533,2017-04-01 01:08:10
847971574464610304,0,394,9401000,148533,2017-04-01 00:39:12
847962785489326080,21637,4541,9401000,148533,2017-04-01 00:04:17
847842811428974592,4989,1184,9401049,148537,2017-03-31 16:07:33
847617282490613760,6444,376,9401049,148537,2017-03-31 01:11:22
847606175596138505,17274,3066,9401000,148533,2017-03-31 00:27:14
847251039262605312,18850,3888,9401049,148537,2017-03-30 00:56:03
847157206088847362,18272,5223,9401000,148533,2017-03-29 18:43:12
847116187444137987,19777,2864,9401049,148537,2017-03-29 16:00:12
846874817362120707,18519,3527,9401000,148533,2017-03-29 00:01:05
846514051647705089,40935,10312,9401049,148537,2017-03-28 00:07:32
846505985330044928,13004,2746,9401000,148533,2017-03-27 23:35:28
846153765933735936,28904,8116,9401049,148537,2017-03-27 00:15:53
846139713627017216,28654,9118,9401050,148537,2017-03-26 23:20:02
846042936437604353,14729,2572,9401050,148537,2017-03-26 16:55:29
845812042753855489,26858,7825,9401050,148537,2017-03-26 01:38:00
845677943972139009,23306,4360,9401050,148537,2017-03-25 16:45:08
845397057150107648,7038,1612,9401001,148533,2017-03-24 22:08:59
845306882940190720,21496,4827,9401001,148533,2017-03-24 16:10:40
845098359547420673,0,6898,9401001,148533,2017-03-24 02:22:04
844979544864018432,12605,2302,9401001,148533,2017-03-23 18:29:57
844973813909606400,13857,2833,9401001,148533,2017-03-23 18:07:10
844580511645339650,15211,2799,9401001,148533,2017-03-22 16:04:20
844223788422217728,12648,1979,9401050,148537,2017-03-21 16:26:50
843981021012017153,14040,2689,9401001,148533,2017-03-21 00:22:10
843856843873095681,19847,4145,9401050,148537,2017-03-20 16:08:44
843604394117681152,15613,2469,9401001,148533,2017-03-19 23:25:35
843235543001513987,19857,5368,9401001,148533,2017-03-18 22:59:54
842846295480000512,14150,3303,9401050,148537,2017-03-17 21:13:10
842765311967449089,6268,1173,9401001,148533,2017-03-17 15:51:22
842535590457499648,16817,3157,9401050,148537,2017-03-17 00:38:32
842163532590374912,22605,5227,9401001,148533,2017-03-16 00:00:07
842115215311396866,12965,2739,9401050,148537,2017-03-15 20:48:07
841833993020538882,0,13478,9401001,148533,2017-03-15 02:10:39
841680585030541313,23911,7112,9401001,148533,2017-03-14 16:01:03
841439858740625411,11664,3288,9401001,148533,2017-03-14 00:04:30
841320156043304961,18323,4994,9401001,148533,2017-03-13 16:08:50
841314665196081154,14670,4211,9401001,148533,2017-03-13 15:47:01
841077006473256960,21238,4868,9401001,148533,2017-03-13 00:02:39
840761248237133825,0,1613,9401050,148537,2017-03-12 03:07:56
840728873075638272,0,14517,9401001,148533,2017-03-12 00:59:17
840698636975636481,163,2,9401001,148533,2017-03-11 22:59:09
840696689258311684,11411,887,9401001,148533,2017-03-11 22:51:24
840632337062862849,8378,1613,9401050,148537,2017-03-11 18:35:42
840370681858686976,15254,4158,9401001,148533,2017-03-11 01:15:58
840268004936019968,17777,5183,9401050,148537,2017-03-10 18:27:58
839990271299457024,12474,2058,9401001,148533,2017-03-10 00:04:21
839549326359670784,25432,7024,9401050,148537,2017-03-08 18:52:12
839290600511926273,0,131,9401050,148537,2017-03-08 01:44:07
839239871831150596,25069,5896,9401001,148533,2017-03-07 22:22:32
838952994649550848,18266,3647,9401001,148533,2017-03-07 03:22:35
838921590096166913,10369,1848,9401050,148537,2017-03-07 01:17:48
838916489579200512,0,31,9401050,148537,2017-03-07 00:57:32
838831947270979586,0,9961,9401001,148533,2017-03-06 19:21:35
838561493054533637,10198,1226,9401001,148533,2017-03-06 01:26:54
838476387338051585,20849,4320,9401001,148533,2017-03-05 19:48:43
838201503651401729,0,9125,9401001,148533,2017-03-05 01:36:26
838150277551247360,1561,300,9401001,148533,2017-03-04 22:12:52
838085839343206401,133,1,9401050,148537,2017-03-04 17:56:49
838083903487373313,16371,2825,9401050,148537,2017-03-04 17:49:08
837820167694528512,31670,7119,9401001,148533,2017-03-04 00:21:08
837482249356513284,3581,402,9401050,148537,2017-03-03 01:58:22
837471256429613056,11926,2057,9401001,148533,2017-03-03 01:14:41
837110210464448512,14996,2171,9401050,148537,2017-03-02 01:20:01
836989968035819520,11877,2102,9401050,148537,2017-03-01 17:22:13
836753516572119041,18023,4237,9401001,148533,2017-03-01 01:42:39
836677758902222849,11772,2012,9401001,148533,2017-02-28 20:41:37
836648853927522308,0,505,9401050,148537,2017-02-28 18:46:45
836397794269200385,0,24905,9401050,148537,2017-02-28 02:09:08
836380477523124226,13839,2734,9401050,148537,2017-02-28 01:00:19
836260088725786625,19827,3959,9401001,148533,2017-02-27 17:01:56
836001077879255040,17776,3864,9401001,148533,2017-02-26 23:52:43
835685285446955009,0,7375,9401050,148537,2017-02-26 02:57:52
835574547218894849,16554,3276,9401050,148537,2017-02-25 19:37:50
835536468978302976,0,1536,9401051,148537,2017-02-25 17:06:32
835309094223372289,0,19023,9401002,148533,2017-02-25 02:03:02
835297930240217089,15365,2727,9401002,148533,2017-02-25 01:18:40
835264098648616962,7179,1536,9401002,148533,2017-02-24 23:04:14
835246439529840640,1983,63,9401051,148537,2017-02-24 21:54:03
835172783151792128,24443,5273,9401002,148533,2017-02-24 17:01:22
835152434251116546,20830,2747,9401002,148533,2017-02-24 15:40:31
834931633769889797,10049,1482,9401051,148537,2017-02-24 01:03:08
834786237630337024,20099,5086,9401002,148533,2017-02-23 15:25:23
834574053763584002,12740,2298,9401051,148537,2017-02-23 01:22:14
834477809192075265,0,9704,9401051,148537,2017-02-22 18:59:48
834458053273591808,8984,1539,9401002,148533,2017-02-22 17:41:18
834209720923721728,19151,4301,9401051,148537,2017-02-22 01:14:30
834167344700198914,14776,3343,9401051,148537,2017-02-21 22:26:07
834089966724603904,9396,1957,9401051,148537,2017-02-21 17:18:39
834086379323871233,12175,2031,9401051,148537,2017-02-21 17:04:24
833863086058651648,12553,2193,9401002,148533,2017-02-21 02:17:06
833826103416520705,16990,3470,9401051,148537,2017-02-20 23:50:09
833732339549220864,0,202,9401002,148533,2017-02-20 17:37:34
833722901757046785,19583,2979,9401002,148533,2017-02-20 17:00:04
833479644947025920,13929,1876,9401051,148537,2017-02-20 00:53:27
833124694597443584,18880,4419,9401002,148533,2017-02-19 01:23:00
832998151111966721,12363,1997,9401002,148533,2017-02-18 17:00:10
832769181346996225,0,38,9401002,148533,2017-02-18 01:50:19
832757312314028032,15765,3301,9401051,148537,2017-02-18 01:03:09
832682457690300417,11086,2646,9401002,148533,2017-02-17 20:05:43
832645525019123713,2717,482,9401051,148537,2017-02-17 17:38:57
832636094638288896,14815,2537,9401051,148537,2017-02-17 17:01:29
832397543355072512,11191,2030,9401002,148533,2017-02-17 01:13:34
832369877331693569,15997,2902,9401002,148533,2017-02-16 23:23:38
832273440279240704,10595,2130,9401051,148537,2017-02-16 17:00:25
832215909146226688,0,5685,9401002,148533,2017-02-16 13:11:49
832215726631055365,0,8534,9401051,148537,2017-02-16 13:11:05
832088576586297345,58,2,9401051,148537,2017-02-16 04:45:50
832040443403784192,0,8753,9401051,148537,2017-02-16 01:34:34
832032802820481025,16666,4273,9401051,148537,2017-02-16 01:04:13
831939777352105988,22348,5627,9401051,148537,2017-02-15 18:54:34
831926988323639298,319,34,9401002,148533,2017-02-15 18:03:45
831911600680497154,25695,5933,9401002,148533,2017-02-15 17:02:36
831670449226514432,9744,1678,9401051,148537,2017-02-15 01:04:21
831650051525054464,6646,1781,9401051,148537,2017-02-14 23:43:18
831552930092285952,8405,2144,9401002,148533,2017-02-14 17:17:22
831322785565769729,8719,1433,9401002,148533,2017-02-14 02:02:51
831315979191906304,6150,1033,9401051,148537,2017-02-14 01:35:49
831309418084069378,11034,2247,9401051,148537,2017-02-14 01:09:44
831262627380748289,11091,1877,9401002,148533,2017-02-13 22:03:49
830956169170665475,7465,1370,9401002,148533,2017-02-13 01:46:03
830583320585068544,61992,15309,9401002,148533,2017-02-12 01:04:29
830173239259324417,0,5206,9401002,148533,2017-02-10 21:54:58
830097400375152640,9091,2677,9401051,148537,2017-02-10 16:53:37
829878982036299777,0,4569,9401002,148533,2017-02-10 02:25:42
829861396166877184,11451,1784,9401051,148537,2017-02-10 01:15:49
829501995190984704,29728,9704,9401002,148533,2017-02-09 01:27:41
829449946868879360,9817,1846,9401051,148537,2017-02-08 22:00:52
829141528400556032,22763,6726,9401002,148533,2017-02-08 01:35:19
829011960981237760,49995,15011,9401051,148537,2017-02-07 17:00:28
828801551087042563,0,3136,9401051,148537,2017-02-07 03:04:22
828770345708580865,23933,5360,9401002,148533,2017-02-07 01:00:22
828708714936930305,34029,10245,9401002,148533,2017-02-06 20:55:28
828650029636317184,8902,1232,9401002,148533,2017-02-06 17:02:17
828409743546925057,6003,1072,9401002,148533,2017-02-06 01:07:28
828408677031882754,7210,1178,9401002,148533,2017-02-06 01:03:14
828381636999917570,11784,2048,9401002,148533,2017-02-05 23:15:47
828376505180889089,6959,986,9401051,148537,2017-02-05 22:55:23
828372645993398273,11793,2711,9401051,148537,2017-02-05 22:40:03
828361771580813312,2056,165,9401002,148533,2017-02-05 21:56:51
828046555563323392,10990,2639,9401051,148537,2017-02-05 01:04:17
828011680017821696,9721,1978,9401051,148537,2017-02-04 22:45:42
827933404142436356,18730,4789,9401002,148533,2017-02-04 17:34:40
827653905312006145,14511,2779,9401002,148533,2017-02-03 23:04:02
827600520311402496,7025,862,9401051,148537,2017-02-03 19:31:54
827324948884643840,14855,2789,9401051,148537,2017-02-03 01:16:53
827199976799354881,9950,2045,9401051,148537,2017-02-02 17:00:17
826958653328592898,20181,4568,9401051,148537,2017-02-02 01:01:21
826848821049180160,33833,9273,9401002,148533,2017-02-01 17:44:55
826615380357632002,0,3653,9401002,148533,2017-02-01 02:17:19
826598799820865537,4828,228,9401002,148533,2017-02-01 01:11:25
826598365270007810,9385,2167,9401051,148537,2017-02-01 01:09:42
826476773533745153,17268,3868,9401051,148537,2017-01-31 17:06:32
826240494070030336,12450,2406,9401051,148537,2017-01-31 01:27:39
826204788643753985,4573,850,9401002,148533,2017-01-30 23:05:46
826115272272650244,14649,2843,9401051,148537,2017-01-30 17:10:04
825876512159186944,9850,1725,9401002,148533,2017-01-30 01:21:19
825829644528148480,11950,2318,9401002,148533,2017-01-29 22:15:05
825535076884762624,53657,16259,9401002,148533,2017-01-29 02:44:34
825147591692263424,17152,4147,9401002,148533,2017-01-28 01:04:51
825120256414846976,0,1161,9401051,148537,2017-01-27 23:16:13
825026590719483904,5862,1161,9401002,148533,2017-01-27 17:04:02
824796380199809024,0,5061,9401002,148533,2017-01-27 01:49:15
824775126675836928,13975,3251,9401002,148533,2017-01-27 00:24:48
824663926340194305,9877,1633,9401002,148533,2017-01-26 17:02:56
824325613288833024,11101,9822,9401002,148533,2017-01-25 18:38:36
824297048279236611,14127,3539,9401051,148537,2017-01-25 16:45:05
824025158776213504,4555,557,9401002,148533,2017-01-24 22:44:42
823939628516474880,9996,2517,9401002,148533,2017-01-24 17:04:50
823719002937630720,0,10265,9401002,148533,2017-01-24 02:28:08
823699002998870016,13128,2320,9401002,148533,2017-01-24 01:08:40
823581115634085888,12180,2429,9401002,148533,2017-01-23 17:20:14
823333489516937216,661,22,9401051,148537,2017-01-23 00:56:15
823322678127919110,14737,3692,9401051,148537,2017-01-23 00:13:17
823269594223824897,0,9159,9401002,148533,2017-01-22 20:42:21
822975315408461824,16280,3177,9401002,148533,2017-01-22 01:12:59
822872901745569793,123168,39612,9401002,148533,2017-01-21 18:26:02
822859134160621569,12381,2100,9401002,148533,2017-01-21 17:31:20
822647212903690241,0,5909,9401051,148537,2017-01-21 03:29:14
822610361945911296,13878,2708,9401051,148537,2017-01-21 01:02:48
822489057087389700,16997,5909,9401002,148533,2017-01-20 17:00:46
822462944365645825,26115,13034,9401051,148537,2017-01-20 15:17:01
822244816520155136,32911,9159,9401051,148537,2017-01-20 00:50:15
822163064745328640,0,4341,9401051,148537,2017-01-19 19:25:24
821886076407029760,10602,2121,9401002,148533,2017-01-19 01:04:45
821813639212650496,0,3106,9401051,148537,2017-01-18 20:16:54
821765923262631936,7860,1552,9401002,148533,2017-01-18 17:07:18
821522889702862852,7519,1623,9401051,148537,2017-01-18 01:01:34
821421320206483457,0,5086,9401002,148533,2017-01-17 18:17:58
821407182352777218,11028,3965,9401051,148537,2017-01-17 17:21:47
821153421864615936,233,8,9401051,148537,2017-01-17 00:33:26
821149554670182400,8061,1815,9401051,148537,2017-01-17 00:18:04
821107785811234820,9013,1957,9401002,148533,2017-01-16 21:32:06
821044531881721856,11848,2105,9401051,148537,2017-01-16 17:20:45
820837357901512704,0,6190,9401051,148537,2017-01-16 03:37:31
820749716845686786,29605,9125,9401051,148537,2017-01-15 21:49:15
820690176645140481,11514,2983,9401051,148537,2017-01-15 17:52:40
820494788566847489,0,520,9401002,148533,2017-01-15 04:56:16
820446719150292993,0,2376,9401002,148533,2017-01-15 01:45:15
820314633777061888,3140,520,9401051,148537,2017-01-14 17:00:24
820078625395449857,18504,5737,9401002,148533,2017-01-14 01:22:35
820013781606658049,0,1077,9401051,148537,2017-01-13 21:04:55
819952236453363712,4996,1077,9401051,148537,2017-01-13 17:00:21
819924195358416896,12156,4512,9401002,148533,2017-01-13 15:08:56
819711362133872643,12524,2840,9401002,148533,2017-01-13 01:03:12
819588359383371776,9096,1859,9401002,148533,2017-01-12 16:54:26
819347104292290561,6786,1108,9401051,148537,2017-01-12 00:55:47
